********************************************************************************
Field Output Report, written Thu Feb 22 21:47:41 2024

Source 1
---------

   ODB: C:/Users/Isabel Haycock/OneDrive - Imperial College London/Fourth Year/FYP/Isabel Haycock/06 - FE models/Specimen_2/Plate_hole_1.odb
   Step: load
   Frame: Increment      7: Step Time =   0.7000

Loc 1 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SNEG, (fraction = -1.0), Layer = 1
Loc 2 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SPOS, (fraction = 1.0), Layer = 8

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLATE_1-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label         LE.LE11         LE.LE11         LE.LE22         LE.LE22         LE.LE12         LE.LE12
                          @Loc 1          @Loc 2          @Loc 1          @Loc 2          @Loc 1          @Loc 2
-----------------------------------------------------------------------------------------------------------------
             153     6.89723E-03     6.89723E-03    -2.16530E-03    -2.16530E-03     134.508E-06     134.508E-06
             154     6.90039E-03     6.90039E-03    -2.16571E-03    -2.16571E-03     122.839E-06     122.839E-06
             155     6.90367E-03     6.90367E-03    -2.16667E-03    -2.16667E-03     112.234E-06     112.234E-06
             156     6.90696E-03     6.90696E-03    -2.16803E-03    -2.16803E-03     102.545E-06     102.545E-06
             157     6.91022E-03     6.91022E-03    -2.16970E-03    -2.16970E-03     93.6499E-06     93.6499E-06
             158     6.91339E-03     6.91339E-03    -2.17158E-03    -2.17158E-03     85.4549E-06     85.4549E-06
             159     6.91644E-03     6.91644E-03    -2.17361E-03    -2.17361E-03     77.8826E-06     77.8826E-06
             160     6.91934E-03     6.91934E-03    -2.17572E-03    -2.17572E-03     70.8711E-06     70.8711E-06
             161     6.92208E-03     6.92208E-03    -2.17786E-03    -2.17786E-03     64.3697E-06     64.3697E-06
             162     6.92465E-03     6.92465E-03    -2.18000E-03    -2.18000E-03     58.3359E-06     58.3359E-06
             163     6.92703E-03     6.92703E-03    -2.18209E-03    -2.18209E-03     52.7337E-06     52.7337E-06
             164     6.92924E-03     6.92924E-03    -2.18412E-03    -2.18412E-03     47.5313E-06     47.5313E-06
             165     6.93126E-03     6.93126E-03    -2.18605E-03    -2.18605E-03     42.6997E-06     42.6997E-06
             166     6.93311E-03     6.93311E-03    -2.18789E-03    -2.18789E-03     38.2124E-06     38.2124E-06
             167     6.93479E-03     6.93479E-03    -2.18961E-03    -2.18961E-03     34.0437E-06     34.0437E-06
             168     6.93630E-03     6.93630E-03    -2.19121E-03    -2.19121E-03     30.1689E-06     30.1689E-06
             169     6.93765E-03     6.93765E-03    -2.19267E-03    -2.19267E-03     26.5637E-06     26.5637E-06
             170     6.93885E-03     6.93885E-03    -2.19400E-03    -2.19400E-03     23.2040E-06     23.2040E-06
             171     6.93990E-03     6.93990E-03    -2.19519E-03    -2.19519E-03     20.0657E-06     20.0657E-06
             172     6.94081E-03     6.94081E-03    -2.19625E-03    -2.19625E-03     17.1244E-06     17.1244E-06
             173     6.94159E-03     6.94159E-03    -2.19716E-03    -2.19716E-03     14.3559E-06     14.3559E-06
             174     6.94223E-03     6.94223E-03    -2.19793E-03    -2.19793E-03     11.7359E-06     11.7359E-06
             175     6.94276E-03     6.94276E-03    -2.19856E-03    -2.19856E-03     9.23964E-06     9.23964E-06
             176     6.94316E-03     6.94316E-03    -2.19905E-03    -2.19905E-03     6.84264E-06     6.84264E-06
             177     6.94345E-03     6.94345E-03    -2.19940E-03    -2.19940E-03     4.52017E-06     4.52017E-06
             178     6.94362E-03     6.94362E-03    -2.19961E-03    -2.19961E-03     2.25358E-06     2.25358E-06
             179     6.94251E-03     6.94251E-03    -2.19846E-03    -2.19846E-03     991.591E-09     991.591E-09
             180     6.94144E-03     6.94144E-03    -2.19735E-03    -2.19735E-03     810.247E-09     810.247E-09
             181     6.94059E-03     6.94059E-03    -2.19648E-03    -2.19648E-03     600.415E-09     600.415E-09
             182     6.94000E-03     6.94000E-03    -2.19588E-03    -2.19588E-03     369.460E-09     369.460E-09
             183     6.93969E-03     6.93969E-03    -2.19557E-03    -2.19557E-03     125.443E-09     125.443E-09
             184     6.93969E-03     6.93969E-03    -2.19557E-03    -2.19557E-03    -123.109E-09    -123.109E-09
             185     6.94000E-03     6.94000E-03    -2.19588E-03    -2.19588E-03    -367.466E-09    -367.466E-09
             186     6.94059E-03     6.94059E-03    -2.19648E-03    -2.19648E-03    -599.156E-09    -599.156E-09
             187     6.94145E-03     6.94145E-03    -2.19735E-03    -2.19735E-03    -809.791E-09    -809.791E-09
             188     6.94252E-03     6.94252E-03    -2.19846E-03    -2.19846E-03    -991.401E-09    -991.401E-09
             189     5.72617E-03     5.72617E-03    -1.74843E-03    -1.74843E-03     1.00125E-03     1.00125E-03
             190     6.19833E-03     6.19833E-03    -2.06734E-03    -2.06734E-03     1.57477E-03     1.57477E-03
             191     6.71070E-03     6.71070E-03    -2.38952E-03    -2.38952E-03     1.60484E-03     1.60484E-03
             192     7.09391E-03     7.09391E-03    -2.59598E-03    -2.59598E-03     1.27847E-03     1.27847E-03
             193     7.30664E-03     7.30664E-03    -2.67093E-03    -2.67093E-03     841.439E-06     841.439E-06
             194     7.26804E-03     7.26804E-03    -2.65805E-03    -2.65805E-03    -928.236E-06    -928.236E-06
             195     6.95267E-03     6.95267E-03    -2.52196E-03    -2.52196E-03    -1.41817E-03    -1.41817E-03
             196     6.41302E-03     6.41302E-03    -2.20374E-03    -2.20374E-03    -1.60968E-03    -1.60968E-03
             197     5.83024E-03     5.83024E-03    -1.81912E-03    -1.81912E-03    -1.12870E-03    -1.12870E-03
             198     7.00691E-03     7.00691E-03    -2.22959E-03    -2.22959E-03    -59.3594E-06    -59.3594E-06
             199     7.02265E-03     7.02265E-03    -2.23726E-03    -2.23726E-03    -105.103E-06    -105.103E-06
             200     7.04193E-03     7.04193E-03    -2.24773E-03    -2.24773E-03    -137.052E-06    -137.052E-06
             201     7.06445E-03     7.06445E-03    -2.26111E-03    -2.26111E-03    -158.894E-06    -158.894E-06
             202     7.09036E-03     7.09036E-03    -2.27793E-03    -2.27793E-03    -172.999E-06    -172.999E-06
             203     7.12013E-03     7.12013E-03    -2.29910E-03    -2.29910E-03    -180.176E-06    -180.176E-06
             204     7.15435E-03     7.15435E-03    -2.32585E-03    -2.32585E-03    -179.511E-06    -179.511E-06
             205     7.19358E-03     7.19358E-03    -2.35968E-03    -2.35968E-03    -167.993E-06    -167.993E-06
             206     7.23788E-03     7.23788E-03    -2.40206E-03    -2.40206E-03    -139.735E-06    -139.735E-06
             207     7.28592E-03     7.28592E-03    -2.45382E-03    -2.45382E-03    -85.2804E-06    -85.2804E-06
             208     7.33342E-03     7.33342E-03    -2.51381E-03    -2.51381E-03     8.82243E-06     8.82243E-06
             209     7.37063E-03     7.37063E-03    -2.57636E-03    -2.57636E-03     157.002E-06     157.002E-06
             210     7.56612E-03     7.56612E-03    -2.68374E-03    -2.68374E-03     44.5370E-06     44.5370E-06
             211     7.60959E-03     7.60959E-03    -2.54815E-03    -2.54815E-03    -384.710E-06    -384.710E-06
             212     7.50574E-03     7.50574E-03    -2.22165E-03    -2.22165E-03    -692.653E-06    -692.653E-06
             213     7.30732E-03     7.30732E-03    -1.82312E-03    -1.82312E-03    -565.320E-06    -565.320E-06
             214     7.30448E-03     7.30448E-03    -1.81934E-03    -1.81934E-03     609.384E-06     609.384E-06
             215     7.49990E-03     7.49990E-03    -2.21396E-03    -2.21396E-03     738.065E-06     738.065E-06
             216     7.60069E-03     7.60069E-03    -2.53657E-03    -2.53657E-03     432.684E-06     432.684E-06
             217     7.55412E-03     7.55412E-03    -2.66846E-03    -2.66846E-03     7.03058E-06     7.03058E-06
             218     6.98679E-03     6.98679E-03    -2.22164E-03    -2.22164E-03     39.5771E-06     39.5771E-06
             219     6.94657E-03     6.94657E-03    -2.20820E-03    -2.20820E-03     36.3572E-06     36.3572E-06
             220     6.91229E-03     6.91229E-03    -2.19670E-03    -2.19670E-03     28.3285E-06     28.3285E-06
             221     6.88862E-03     6.88862E-03    -2.18875E-03    -2.18875E-03     16.3440E-06     16.3440E-06
             222     6.87883E-03     6.87883E-03    -2.18549E-03    -2.18549E-03     2.14709E-06     2.14709E-06
