********************************************************************************
Field Output Report, written Sat Feb 24 11:10:47 2024

Source 1
---------

   ODB: C:/Users/Isabel Haycock/OneDrive - Imperial College London/Fourth Year/FYP/Isabel Haycock/06 - FE models/Specimen_2/Plate_hole_1.odb
   Step: load
   Frame: Increment      4: Step Time =   0.2857

Loc 1 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SNEG, (fraction = -1.0), Layer = 1
Loc 2 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SPOS, (fraction = 1.0), Layer = 8

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLATE_1-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label         LE.LE11         LE.LE11         LE.LE22         LE.LE22         LE.LE12         LE.LE12
                          @Loc 1          @Loc 2          @Loc 1          @Loc 2          @Loc 1          @Loc 2
-----------------------------------------------------------------------------------------------------------------
             127     2.88805E-03     2.88805E-03    -921.236E-06    -921.236E-06     70.4306E-06     70.4306E-06
             128     2.89613E-03     2.89613E-03    -925.943E-06    -925.943E-06     83.2492E-06     83.2492E-06
             129     2.90541E-03     2.90541E-03    -931.918E-06    -931.918E-06     92.3559E-06     92.3559E-06
             130     2.91612E-03     2.91612E-03    -939.575E-06    -939.575E-06     98.0540E-06     98.0540E-06
             131     2.92857E-03     2.92857E-03    -949.461E-06    -949.461E-06     99.9550E-06     99.9550E-06
             132     2.94305E-03     2.94305E-03    -962.224E-06    -962.224E-06     96.8274E-06     96.8274E-06
             133     2.95964E-03     2.95964E-03    -978.518E-06    -978.518E-06     86.2705E-06     86.2705E-06
             134     2.97786E-03     2.97786E-03    -998.730E-06    -998.730E-06     64.4283E-06     64.4283E-06
             135     2.99602E-03     2.99602E-03    -1.02245E-03    -1.02245E-03     25.7885E-06     25.7885E-06
             136     3.01021E-03     3.01021E-03    -1.04738E-03    -1.04738E-03    -35.5197E-06    -35.5197E-06
             137     2.96875E-03     2.96875E-03    -1.04454E-03    -1.04454E-03     181.834E-06     181.834E-06
             138     2.93116E-03     2.93116E-03    -1.01706E-03    -1.01706E-03     201.714E-06     201.714E-06
             139     2.89972E-03     2.89972E-03    -990.591E-06    -990.591E-06     204.129E-06     204.129E-06
             140     2.87509E-03     2.87509E-03    -967.520E-06    -967.520E-06     195.936E-06     195.936E-06
             141     2.85657E-03     2.85657E-03    -948.402E-06    -948.402E-06     182.263E-06     182.263E-06
             142     2.84306E-03     2.84306E-03    -933.026E-06    -933.026E-06     166.491E-06     166.491E-06
             143     2.83344E-03     2.83344E-03    -920.858E-06    -920.858E-06     150.566E-06     150.566E-06
             144     2.82679E-03     2.82679E-03    -911.343E-06    -911.343E-06     135.510E-06     135.510E-06
             145     2.82235E-03     2.82235E-03    -903.971E-06    -903.971E-06     121.776E-06     121.776E-06
             146     2.81956E-03     2.81956E-03    -898.322E-06    -898.322E-06     109.496E-06     109.496E-06
             147     2.81799E-03     2.81799E-03    -894.055E-06    -894.055E-06     98.6338E-06     98.6338E-06
             148     2.81731E-03     2.81731E-03    -890.897E-06    -890.897E-06     89.0664E-06     89.0664E-06
             149     2.81730E-03     2.81730E-03    -888.632E-06    -888.632E-06     80.6422E-06     80.6422E-06
             150     2.81776E-03     2.81776E-03    -887.083E-06    -887.083E-06     73.2042E-06     73.2042E-06
             151     2.81856E-03     2.81856E-03    -886.111E-06    -886.111E-06     66.6068E-06     66.6068E-06
             152     2.81960E-03     2.81960E-03    -885.602E-06    -885.602E-06     60.7205E-06     60.7205E-06
             153     2.82079E-03     2.82079E-03    -885.460E-06    -885.460E-06     55.4354E-06     55.4354E-06
             154     2.82208E-03     2.82208E-03    -885.609E-06    -885.609E-06     50.6592E-06     50.6592E-06
             155     2.82341E-03     2.82341E-03    -885.983E-06    -885.983E-06     46.3167E-06     46.3167E-06
             156     2.82476E-03     2.82476E-03    -886.531E-06    -886.531E-06     42.3470E-06     42.3470E-06
             157     2.82609E-03     2.82609E-03    -887.207E-06    -887.207E-06     38.7009E-06     38.7009E-06
             158     2.82739E-03     2.82739E-03    -887.975E-06    -887.975E-06     35.3395E-06     35.3395E-06
             159     2.82865E-03     2.82865E-03    -888.804E-06    -888.804E-06     32.2313E-06     32.2313E-06
             160     2.82984E-03     2.82984E-03    -889.668E-06    -889.668E-06     29.3509E-06     29.3509E-06
             161     2.83097E-03     2.83097E-03    -890.547E-06    -890.547E-06     26.6778E-06     26.6778E-06
             162     2.83202E-03     2.83202E-03    -891.425E-06    -891.425E-06     24.1947E-06     24.1947E-06
             163     2.83301E-03     2.83301E-03    -892.287E-06    -892.287E-06     21.8870E-06     21.8870E-06
             164     2.83392E-03     2.83392E-03    -893.122E-06    -893.122E-06     19.7418E-06     19.7418E-06
             165     2.83476E-03     2.83476E-03    -893.922E-06    -893.922E-06     17.7474E-06     17.7474E-06
             166     2.83552E-03     2.83552E-03    -894.680E-06    -894.680E-06     15.8932E-06     15.8932E-06
             167     2.83621E-03     2.83621E-03    -895.391E-06    -895.391E-06     14.1687E-06     14.1687E-06
             168     2.83684E-03     2.83684E-03    -896.052E-06    -896.052E-06     12.5640E-06     12.5640E-06
             169     2.83740E-03     2.83740E-03    -896.658E-06    -896.658E-06     11.0693E-06     11.0693E-06
             170     2.83790E-03     2.83790E-03    -897.209E-06    -897.209E-06     9.67483E-06     9.67483E-06
             171     2.83833E-03     2.83833E-03    -897.703E-06    -897.703E-06     8.37072E-06     8.37072E-06
             172     2.83871E-03     2.83871E-03    -898.139E-06    -898.139E-06     7.14717E-06     7.14717E-06
             173     2.83903E-03     2.83903E-03    -898.517E-06    -898.517E-06     5.99429E-06     5.99429E-06
             174     2.83930E-03     2.83930E-03    -898.837E-06    -898.837E-06     4.90212E-06     4.90212E-06
             175     2.83952E-03     2.83952E-03    -899.098E-06    -899.098E-06     3.86065E-06     3.86065E-06
             176     2.83969E-03     2.83969E-03    -899.301E-06    -899.301E-06     2.85981E-06     2.85981E-06
             177     2.83981E-03     2.83981E-03    -899.446E-06    -899.446E-06     1.88950E-06     1.88950E-06
             178     2.83988E-03     2.83988E-03    -899.532E-06    -899.532E-06     942.119E-09     942.119E-09
             179     2.83941E-03     2.83941E-03    -899.049E-06    -899.049E-06     414.480E-09     414.480E-09
             180     2.83896E-03     2.83896E-03    -898.584E-06    -898.584E-06     338.632E-09     338.632E-09
             181     2.83860E-03     2.83860E-03    -898.217E-06    -898.217E-06     250.910E-09     250.910E-09
             182     2.83835E-03     2.83835E-03    -897.964E-06    -897.964E-06     154.384E-09     154.384E-09
             183     2.83822E-03     2.83822E-03    -897.836E-06    -897.836E-06     52.4157E-09     52.4157E-09
             184     2.83822E-03     2.83822E-03    -897.836E-06    -897.836E-06    -51.4423E-09    -51.4423E-09
             185     2.83835E-03     2.83835E-03    -897.965E-06    -897.965E-06    -153.552E-09    -153.552E-09
             186     2.83860E-03     2.83860E-03    -898.218E-06    -898.218E-06    -250.383E-09    -250.383E-09
             187     2.83896E-03     2.83896E-03    -898.584E-06    -898.584E-06    -338.441E-09    -338.441E-09
             188     2.83941E-03     2.83941E-03    -899.050E-06    -899.050E-06    -414.398E-09    -414.398E-09
             189     2.34014E-03     2.34014E-03    -714.432E-06    -714.432E-06     412.145E-06     412.145E-06
             190     2.53508E-03     2.53508E-03    -846.357E-06    -846.357E-06     647.207E-06     647.207E-06
             191     2.74616E-03     2.74616E-03    -979.284E-06    -979.284E-06     657.806E-06     657.806E-06
             192     2.90347E-03     2.90347E-03    -1.06403E-03    -1.06403E-03     521.917E-06     521.917E-06
             193     2.99027E-03     2.99027E-03    -1.09434E-03    -1.09434E-03     341.356E-06     341.356E-06
             194     2.97454E-03     2.97454E-03    -1.08914E-03    -1.08914E-03    -377.199E-06    -377.199E-06
             195     2.84553E-03     2.84553E-03    -1.03368E-03    -1.03368E-03    -579.993E-06    -579.993E-06
             196     2.62356E-03     2.62356E-03    -902.664E-06    -902.664E-06    -660.868E-06    -660.868E-06
             197     2.38312E-03     2.38312E-03    -743.683E-06    -743.683E-06    -464.414E-06    -464.414E-06
             198     2.86490E-03     2.86490E-03    -911.616E-06    -911.616E-06    -24.5136E-06    -24.5136E-06
             199     2.87143E-03     2.87143E-03    -914.791E-06    -914.791E-06    -43.4105E-06    -43.4105E-06
             200     2.87941E-03     2.87941E-03    -919.107E-06    -919.107E-06    -56.6281E-06    -56.6281E-06
             201     2.88869E-03     2.88869E-03    -924.604E-06    -924.604E-06    -65.7029E-06    -65.7029E-06
             202     2.89936E-03     2.89936E-03    -931.503E-06    -931.503E-06    -71.6268E-06    -71.6268E-06
             203     2.91161E-03     2.91161E-03    -940.184E-06    -940.184E-06    -74.7511E-06    -74.7511E-06
             204     2.92568E-03     2.92568E-03    -951.159E-06    -951.159E-06    -74.7168E-06    -74.7168E-06
             205     2.94183E-03     2.94183E-03    -965.045E-06    -965.045E-06    -70.3054E-06    -70.3054E-06
             206     2.96009E-03     2.96009E-03    -982.468E-06    -982.468E-06    -59.1137E-06    -59.1137E-06
             207     2.97994E-03     2.97994E-03    -1.00379E-03    -1.00379E-03    -37.2595E-06    -37.2595E-06
             208     2.99965E-03     2.99965E-03    -1.02856E-03    -1.02856E-03     810.751E-09     810.751E-09
             209     3.01526E-03     3.01526E-03    -1.05448E-03    -1.05448E-03     61.1025E-06     61.1025E-06
             210     3.09520E-03     3.09520E-03    -1.09832E-03    -1.09832E-03     13.3260E-06     13.3260E-06
             211     3.11207E-03     3.11207E-03    -1.04201E-03    -1.04201E-03    -162.683E-06    -162.683E-06
             212     3.06862E-03     3.06862E-03    -907.640E-06    -907.640E-06    -287.728E-06    -287.728E-06
             213     2.98682E-03     2.98682E-03    -744.177E-06    -744.177E-06    -233.582E-06    -233.582E-06
             214     2.98563E-03     2.98563E-03    -742.595E-06    -742.595E-06     251.965E-06     251.965E-06
             215     3.06619E-03     3.06619E-03    -904.428E-06    -904.428E-06     306.672E-06     306.672E-06
             216     3.10836E-03     3.10836E-03    -1.03718E-03    -1.03718E-03     182.682E-06     182.682E-06
             217     3.09021E-03     3.09021E-03    -1.09195E-03    -1.09195E-03     8.14869E-06     8.14869E-06
             218     2.85670E-03     2.85670E-03    -908.377E-06    -908.377E-06     16.3335E-06     16.3335E-06
             219     2.84018E-03     2.84018E-03    -902.870E-06    -902.870E-06     14.9807E-06     14.9807E-06
