********************************************************************************
Field Output Report, written Sat Feb 24 11:10:47 2024

Source 1
---------

   ODB: C:/Users/Isabel Haycock/OneDrive - Imperial College London/Fourth Year/FYP/Isabel Haycock/06 - FE models/Specimen_2/Plate_hole_1.odb
   Step: load
   Frame: Increment      4: Step Time =   0.2857

Loc 1 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SNEG, (fraction = -1.0), Layer = 1
Loc 2 : Nodal values at shell < composite > < elset = ASSEMBLY_PLATE_1-1_COMPOSITELAYUP-1-1 > from source 1 : SPOS, (fraction = 1.0), Layer = 8

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLATE_1-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label           S.S11           S.S11           S.S22           S.S22           S.S12           S.S12
                          @Loc 1          @Loc 2          @Loc 1          @Loc 2          @Loc 1          @Loc 2
-----------------------------------------------------------------------------------------------------------------
             206         486.012         486.012        -7.55562        -7.55562        -3.70021        -3.70021
             207         488.411         488.411        -10.3100        -10.3100        -2.33225        -2.33225
             208         490.584         490.584        -13.7066        -13.7066     50.7488E-03     50.7488E-03
             209         491.935         491.935        -17.5544        -17.5544         3.82470         3.82470
             210         504.051         504.051        -20.9351        -20.9351     834.140E-03     834.140E-03
             211         510.435         510.435        -9.61253        -9.61253        -10.1831        -10.1831
             212         510.303         510.303         12.5156         12.5156        -18.0103        -18.0103
             213         504.829         504.829         37.7466         37.7466        -14.6210        -14.6210
             214         504.703         504.703         37.9675         37.9675         15.7717         15.7717
             215         510.043         510.043         12.9630         12.9630         19.1961         19.1961
             216         510.036         510.036        -8.94238        -8.94238         11.4349         11.4349
             217         503.506         503.506        -20.0569        -20.0569     510.066E-03     510.066E-03
             218         471.358         471.358     9.72646E-03     9.72646E-03         1.02239         1.02239
             219         468.648         468.648     56.6411E-03     56.6411E-03     937.717E-03     937.717E-03
             220         466.343         466.343     100.125E-03     100.125E-03     730.014E-03     730.014E-03
             221         464.751         464.751     130.844E-03     130.844E-03     421.297E-03     421.297E-03
             222         464.091         464.091     141.549E-03     141.549E-03     56.1563E-03     56.1563E-03
             223         464.438         464.438     129.466E-03     129.466E-03    -307.052E-03    -307.052E-03
             224         465.707         465.707     97.3711E-03     97.3711E-03    -609.972E-03    -609.972E-03
             225         467.667         467.667     52.5343E-03     52.5343E-03    -808.033E-03    -808.033E-03
             226         470.001         470.001     4.26241E-03     4.26241E-03    -879.202E-03    -879.202E-03
             227         491.345         491.345        -16.5791        -16.5791         2.27701         2.27701
             228         490.218         490.218        -12.8322        -12.8322        -1.57558        -1.57558
             229         488.282         488.282        -9.54178        -9.54178        -3.99989        -3.99989
             230         486.130         486.130        -6.89799        -6.89799        -5.37100        -5.37100
             231         484.048         484.048        -4.87620        -4.87620        -6.03633        -6.03633
             232         482.146         482.146        -3.37671        -3.37671        -6.23741        -6.23741
             233         480.448         480.448        -2.28417        -2.28417        -6.12363        -6.12363
             234         478.938         478.938        -1.49696        -1.49696        -5.77115        -5.77115
             235         477.596         477.596    -933.652E-03    -933.652E-03        -5.20399        -5.20399
             236         476.401         476.401    -533.752E-03    -533.752E-03        -4.40334        -4.40334
             237         475.349         475.349    -258.020E-03    -258.020E-03        -3.31191        -3.31191
             238         474.458         474.458    -89.4588E-03    -89.4588E-03        -1.84162        -1.84162
             239         476.080         476.080    -56.4902E-03    -56.4902E-03    -909.111E-03    -909.111E-03
             240         477.750         477.750    -72.4388E-03    -72.4388E-03    -781.441E-03    -781.441E-03
             241         479.144         479.144    -81.0066E-03    -81.0066E-03    -630.107E-03    -630.107E-03
             242         480.230         480.230    -83.2897E-03    -83.2897E-03    -468.966E-03    -468.966E-03
             243         480.999         480.999    -80.3686E-03    -80.3686E-03    -309.226E-03    -309.226E-03
             244         481.462         481.462    -73.6613E-03    -73.6613E-03    -159.605E-03    -159.605E-03
             245         481.646         481.646    -64.5843E-03    -64.5843E-03    -26.0173E-03    -26.0173E-03
             246         481.585         481.585    -54.2829E-03    -54.2829E-03     88.1421E-03     88.1421E-03
             247         481.319         481.319    -43.7591E-03    -43.7591E-03     181.581E-03     181.581E-03
             248         480.888         480.888    -33.6667E-03    -33.6667E-03     254.626E-03     254.626E-03
             249         480.333         480.333    -24.4686E-03    -24.4686E-03     308.679E-03     308.679E-03
             250         479.687         479.687    -16.4121E-03    -16.4121E-03     345.829E-03     345.829E-03
             251         478.982         478.982    -9.57942E-03    -9.57942E-03     368.459E-03     368.459E-03
             252         478.245         478.245    -3.97637E-03    -3.97637E-03     379.033E-03     379.033E-03
             253         477.496         477.496     500.062E-06     500.062E-06     379.896E-03     379.896E-03
             254         476.753         476.753     3.95004E-03     3.95004E-03     373.185E-03     373.185E-03
             255         476.029         476.029     6.52906E-03     6.52906E-03     360.771E-03     360.771E-03
             256         475.333         475.333     8.36148E-03     8.36148E-03     344.246E-03     344.246E-03
             257         474.673         474.673     9.59060E-03     9.59060E-03     324.930E-03     324.930E-03
             258         474.053         474.053     10.3268E-03     10.3268E-03     303.892E-03     303.892E-03
             259         473.475         473.475     10.6800E-03     10.6800E-03     281.977E-03     281.977E-03
             260         472.940         472.940     10.7348E-03     10.7348E-03     259.843E-03     259.843E-03
             261         472.449         472.449     10.5675E-03     10.5675E-03     237.983E-03     237.983E-03
             262         472.001         472.001     10.2372E-03     10.2372E-03     216.762E-03     216.762E-03
             263         471.593         471.593     9.79368E-03     9.79368E-03     196.436E-03     196.436E-03
             264         471.225         471.225     9.27572E-03     9.27572E-03     177.174E-03     177.174E-03
             265         470.893         470.893     8.71402E-03     8.71402E-03     159.078E-03     159.078E-03
             266         470.596         470.596     8.13289E-03     8.13289E-03     142.198E-03     142.198E-03
             267         470.331         470.331     7.55035E-03     7.55035E-03     126.542E-03     126.542E-03
             268         470.096         470.096     6.98090E-03     6.98090E-03     112.089E-03     112.089E-03
             269         469.888         469.888     6.43449E-03     6.43449E-03     98.7922E-03     98.7922E-03
             270         469.705         469.705     5.91941E-03     5.91941E-03     86.5909E-03     86.5909E-03
             271         469.545         469.545     5.44056E-03     5.44056E-03     75.4108E-03     75.4108E-03
             272         469.407         469.407     5.00266E-03     5.00266E-03     65.1691E-03     65.1691E-03
             273         469.288         469.288     4.60737E-03     4.60737E-03     55.7778E-03     55.7778E-03
             274         469.186         469.186     4.25772E-03     4.25772E-03     47.1449E-03     47.1449E-03
             275         469.101         469.101     3.95317E-03     3.95317E-03     39.1766E-03     39.1766E-03
             276         469.031         469.031     3.69637E-03     3.69637E-03     31.7777E-03     31.7777E-03
             277         468.975         468.975     3.48590E-03     3.48590E-03     24.8517E-03     24.8517E-03
             278         468.933         468.933     3.32267E-03     3.32267E-03     18.3041E-03     18.3041E-03
             279         468.903         468.903     3.22651E-03     3.22651E-03     12.0205E-03     12.0205E-03
             280         468.885         468.885     3.13044E-03     3.13044E-03     6.13533E-03     6.13533E-03
             281         468.921         468.921     8.99529E-03     8.99529E-03     6.24515E-03     6.24515E-03
             282         468.995         468.995     26.3970E-03     26.3970E-03     11.8330E-03     11.8330E-03
             283         469.047         469.047     54.4766E-03     54.4766E-03     17.0186E-03     17.0186E-03
             284         469.078         469.078     92.3456E-03     92.3456E-03     21.7074E-03     21.7074E-03
             285         469.091         469.091     138.882E-03     138.882E-03     25.7586E-03     25.7586E-03
             286         469.087         469.087     192.754E-03     192.754E-03     29.1005E-03     29.1005E-03
             287         469.068         469.068     252.491E-03     252.491E-03     31.6635E-03     31.6635E-03
             288         469.038         469.038     316.516E-03     316.516E-03     33.4118E-03     33.4118E-03
             289         468.998         468.998     383.197E-03     383.197E-03     34.3236E-03     34.3236E-03
             290         468.951         468.951     450.880E-03     450.880E-03     34.4000E-03     34.4000E-03
             291         468.899         468.899     517.931E-03     517.931E-03     33.6580E-03     33.6580E-03
             292         468.846         468.846     582.762E-03     582.762E-03     32.1280E-03     32.1280E-03
             293         443.115         443.115         128.598         128.598        -29.4202        -29.4202
             294         447.725         447.725         117.581         117.581        -29.2654        -29.2654
             295         452.206         452.206         106.547         106.547        -28.3417        -28.3417
             296         456.453         456.453         95.7221         95.7221        -26.9617        -26.9617
             297         460.362         460.362         85.2828         85.2828        -25.1591        -25.1591
             298         463.864         463.864         75.3804         75.3804        -23.0209        -23.0209
             299         466.917         466.917         66.1277         66.1277        -20.6290        -20.6290
             300         469.494         469.494         57.6081         57.6081        -18.0890        -18.0890
             301         471.612         471.612         49.8574         49.8574        -15.4931        -15.4931
             302         473.282         473.282         42.8865         42.8865        -12.9251        -12.9251
             303         474.555         474.555         36.6745         36.6745        -10.4552        -10.4552
             304         475.466         475.466         31.1846         31.1846        -8.12975        -8.12975
             305         476.071         476.071         26.3684         26.3684        -5.98643        -5.98643
             306         476.411         476.411         22.1685         22.1685        -4.03957        -4.03957
             307         476.532         476.532         18.5297         18.5297        -2.29957        -2.29957
             308         476.472         476.472         15.3922         15.3922    -760.631E-03    -760.631E-03
             309         476.266         476.266         12.7036         12.7036     583.868E-03     583.868E-03
             310         475.941         475.941         10.4101         10.4101         1.74969         1.74969
             311         475.523         475.523         8.46546         8.46546         2.75178         2.75178
             312         475.033         475.033         6.82348         6.82348         3.60934         3.60934
             313         474.487         474.487         5.44451         5.44451         4.34014         4.34014
             314         473.901         473.901         4.28955         4.28955         4.96344         4.96344
             315         473.286         473.286         3.32443         3.32443         5.49699         5.49699
             316         472.653         472.653         2.51578         2.51578         5.95880         5.95880
             317         472.013         472.013         1.83351         1.83351         6.36566         6.36566
             318         471.374         471.374         1.24804         1.24804         6.73424         6.73424
             319         470.745         470.745     731.739E-03     731.739E-03         7.08048         7.08048
             320         470.137         470.137     256.921E-03     256.921E-03         7.42034         7.42034
             321         469.561         469.561    -203.536E-03    -203.536E-03         7.76951         7.76951
             322         469.032         469.032    -677.675E-03    -677.675E-03         8.14389         8.14389
             323         468.567         468.567        -1.19455        -1.19455         8.55930         8.55930
             324         468.190         468.190        -1.78552        -1.78552         9.03136         9.03136
             325         467.933         467.933        -2.48501        -2.48501         9.57453         9.57453
             326         467.839         467.839        -3.33166        -3.33166         10.2006         10.2006
             327         467.967         467.967        -4.36957        -4.36957         10.9155         10.9155
             328         468.395         468.395        -5.64810        -5.64810         11.7138         11.7138
